IdLatLon
4273,[ 45.464],[ 9.189]
4280,[ 51.43],[ 5.453]
4309,[ 42.107],[-61.40633333]
4312,[ 46.2942],[-112.6162]
4571,[ 43.866],[-79.266]
4593,[ 41.461],[-81.757]
4615,[ 59.338],[ 17.991]
4693,[ 33.663],[-112.115]
4713,[ 49.621],[ 6.067]
4722,[ 51.557],[ 0.072]
4837,[ 37.715],[-122.018]
4990,[ 35.674],[ 139.7575]
5079,[ 29.7245],[-95.426]
5150,[ 42.519],[-70.896]
5242,[ 33.99],[-117.992]
5325,[ 36.85125],[-121.38775]
5334,[ 35.6522],[ 139.4846]
5339,[ 14.58],[ 121.046]
5460,[ 59.913],[ 10.738]
5467,[ 39.745],[-104.989]
5490,[ 25.702],[-80.292]
5532,[ 39.1745],[-76.8435]
5554,[ 40.486],[-74.0695]
5567,[ 41.5145],[-120.9055]
5604,[ 52.466],[-1.916]
5613,[ 51.042],[-114.055]
5617,[ 41.546],[-54.963]
5662,[ 37.646],[-122.27866667]
5667,[ 38.36125],[-116.2475]
5715,[ 40.301],[-73.978]
5778,[ 60.8045],[ 26.09125]
5976,[ 35.511],[ 139.47]
6068,[ 39.3355],[-87.5085]
6098,[ 40.714],[-74.005]
6168,[ 40.794],[-73.968]
6260,[ 33.386],[-111.841]
6295,[ 39.9245],[-85.17366667]
6348,[ 34.772],[-97.564]
6384,[ 43.70175],[-79.45325]
6406,[ 41.6475],[-76.031]
6417,[ 40.018],[-111.2678]
6472,[ 35.75],[-86.25]
6483,[ 33.513],[-86.8025]
6641,[ 40.30575],[-107.33641667]
6692,[ 37.92366667],[-108.278]
6738,[ 36.63033333],[-89.68233333]
6811,[ 47.448],[-122.292]
6860,[ 39.122],[-77.55]
6865,[ 39.74175],[-104.9545]
6898,[ 59.336],[ 18.07]
6903,[ 41.804],[-87.624]
6971,[ 37.441],[-122.143]
6995,[ 39.87925],[-105.13275]
6999,[ 36.58233333],[-100.723]
7302,[ 33.215],[-97.133]
7304,[ 31.594],[-102.892]
7317,[-1.911],[-54.606]
7390,[ 53.373],[-2.107]
7413,[ 36.05966667],[ 139.59016667]
7417,[ 43.444],[-93.221]
7460,[ 29.729],[-95.383]
7461,[ 26.766],[-12.47]
7466,[ 21.7624],[-57.1792]
7526,[ 35.1615],[-80.8555]
7554,[ 47.0755],[-41.505]
7788,[ 43.543],[-96.726]
7883,0.0,0.0
8071,[ 41.42633333],[-81.878]
8079,[ 36.159],[-103.2025]
8124,[ 48.208],[ 16.372]
8188,[ 45.9855],[-45.35475]
8194,[ 47.6395],[-122.2265]
8252,[ 43.684],[-113.657]
8295,[ 43.466],[-80.516]
8296,[-7.977],[ 112.628]
8415,[ 59.3185],[ 18.0695]
8533,[ 32.8975],[-87.1395]
8641,[ 35.609],[ 139.805]
8650,[ 51.519],[-0.097]
8652,[ 52.0885],[ 5.32]
8733,[ 37.596],[-122.281]
8787,0.0,0.0
8790,[ 28.034],[-82.122]
8916,[ 35.706],[ 139.559]
8941,[ 37.554],[-121.999]
8966,[ 26.123],[-80.371]
9024,[ 34.193],[-118.493]
9050,[-37.766],[ 145.]
9071,[ 40.058],[ 116.33]
9197,[ 39.817],[-75.5165]
9279,[ 43.093],[ 141.341]
9283,[ 35.66],[ 139.732]
9445,[ 43.309],[-73.644]
9801,[ 38.802],[-116.419]
9865,[ 52.39],[ 4.891]
9868,[ 37.799],[-122.25]
9908,[ 58.101],[ 16.425]
9912,[ 54.558],[-1.345]
9945,[ 61.73],[ 6.507]
9981,[ 39.962],[-76.727]
10042,[ 37.777],[-122.423]
10044,[ 30.27],[-97.748]
10114,[ 44.08],[-103.231]
10165,[ 39.479],[-119.786]
10226,[ 40.44],[-79.995]
10264,[ 40.822],[-120.388]
10312,[ 42.358],[-71.059]
10383,[-1.455],[-48.504]
10436,[ 29.8945],[ 65.317]
10693,[ 33.34544444],[-117.40144444]
10770,[ 58.655],[ 17.60075]
10832,[ 47.4245],[-37.0345]
10842,[ 38.9],[-77.016]
10876,[ 35.227],[-80.843]
10905,[ 41.61],[-87.064]
11058,[ 43.652],[-79.363]
11084,[ 32.3428],[ 27.9412]
11100,[ 40.1685],[-86.364]
11110,[ 33.661],[-112.186]
11114,[ 37.752],[-97.254]
11259,[ 39.483],[-2.741]
11276,0.0,0.0
11278,[ 42.625],[-75.35733333]
11316,[ 51.461],[-0.216]
11342,[ 40.769],[-96.4875]
11532,[ 35.596],[ 116.991]
11570,[ 40.44],[-79.995]
11584,[ 35.685],[ 139.751]
11628,[ 39.31833333],[-85.373]
11657,[ 52.149],[ 4.399]
11698,[ 37.4085],[-96.0985]
11706,[ 32.783],[-96.806]
11784,[ 35.221],[-80.851]
11806,[ 40.53],[-112.298]
11808,[ 35.145],[-119.13366667]
11816,[ 35.88933333],[-78.863]
11830,[ 30.438],[-84.28]
11865,[ 24.9038],[-24.1514]
11931,[ 33.9865],[-75.837]
12045,[-32.914],[ 133.502]
12126,[ 35.691],[ 139.66]
12237,[ 37.792],[-122.41]
12312,[ 32.64],[-117.084]
12413,[ 38.713],[-77.795]
12467,[ 40.017],[-105.277]
12492,[ 43.95566667],[ 10.884]
12676,[ 37.788],[-122.395]
12694,[ 41.105],[-74.031]
12966,[ 38.232],[-122.636]
12993,[ 39.531],[-104.913]
13036,[ 47.61],[-122.341]
13154,[ 39.244],[-94.41]
13161,[ 37.458],[-115.7865]
13166,[ 39.23166667],[-88.69]
13223,[ 46.9125],[ 3.4265]
13243,[ 42.853],[-91.405]
13252,[ 42.083],[-71.018]
13271,[ 40.73925],[-73.74775]
13293,[ 31.345],[-100.3165]
13369,[ 39.739],[-104.984]
13397,[ 29.877],[-95.488]
13432,[ 37.552],[-122.077]
13469,[ 35.5805],[ 139.2055]
13474,[ 29.948],[-90.13]
13494,[ 46.3785],[ 7.2905]
13556,[ 61.466],[ 23.5]
13643,[ 34.108],[-117.289]
13711,[ 35.1465],[ 137.692]
13805,[ 44.068],[-114.1455]
13853,[ 45.197],[ 8.923]
13907,[ 40.8676],[-79.31]
13933,[ 33.5245],[-112.0005]
13974,[ 41.1015],[-104.827]
13977,[ 50.865],[ 6.062]
13984,[ 38.0275],[-95.264]
14017,[ 41.853],[-87.612]
14050,[ 9.531],[-20.27633333]
14097,0.0,0.0
14099,[ 28.538],[-81.379]
14174,[ 59.329],[ 18.062]
14220,[ 44.576],[ 10.546]
14266,[ 29.831],[-95.683]
14278,[ 35.52066667],[ 138.1335]
14346,[ 42.503],[-85.418]
14391,[ 51.0185],[ 7.771]
14394,[ 30.0036],[-95.805]
14421,[ 16.533],[ 81.533]
14432,[-27.453],[ 153.0315]
14443,[ 41.8975],[-87.651]
14564,[ 43.657],[-79.38]
14618,[ 33.748],[-84.387]
14624,[ 25.018],[-53.5824]
14691,[ 49.004],[ 8.385]
14703,[ 38.912],[ 121.602]
14756,0.0,0.0
14781,[ 34.101],[-118.357]
14803,[ 39.1635],[-79.056]
14821,[ 23.488],[ 2.0475]
14840,[ 51.514],[-0.141]
14953,0.0,0.0
15086,[ 35.074],[-85.318]
15100,[ 35.72066667],[ 139.35233333]
15109,[ 39.014],[-94.593]
15193,[ 45.43625],[-71.7755]
15340,[ 27.3278],[ 2.2906]
15476,[ 33.8635],[-83.8375]
15649,[ 28.6],[ 77.133]
15657,[ 34.901],[ 135.94666667]
15824,[ 40.892],[-73.972]
15880,[ 37.7045],[-99.246]
15892,[ 55.766],[-4.333]
15921,[ 40.532],[-3.627]
15930,[ 39.299],[ 16.252]
15950,[ 60.67],[ 17.15]
15967,[ 49.35933333],[-27.40666667]
16016,[ 42.9045],[-32.8735]
16030,[ 38.232],[-122.636]
16065,[ 45.524],[-122.675]
16204,[ 42.896],[-78.886]
16324,[ 41.285],[-72.447]
16340,[ 31.549],[ 74.343]
16368,[ 28.538],[-81.379]
16391,[ 59.329],[ 18.062]
16476,[ 35.66],[ 139.729]
16568,[ 41.334],[ 2.051]
16703,[ 39.395],[-86.356]
16712,[ 35.573],[ 139.554]
16734,[ 35.963],[-112.72325]
16886,[ 40.4115],[-79.9075]
16939,[ 54.133],[-2.483]
16942,[ 35.678],[ 139.672]
16962,[ 52.105],[ 5.015]
17053,[ 26.635],[-80.096]
17062,[ 43.4495],[ 142.615]
17095,[ 37.1975],[-122.057]
17115,[ 47.615],[-122.347]
17149,[ 59.331],[ 18.027]
17248,[-8.85255556],[-77.20011111]
17253,[ 42.44866667],[-77.99233333]
17378,[ 42.2204],[-86.1478]
17396,[ 59.336],[ 18.062]
17445,[ 43.789],[-79.2865]
17591,[ 35.259],[ 139.58]
17596,[ 13.4555],[-126.416]
17701,[ 30.378],[-97.687]
17931,[ 53.547],[ 9.966]
18007,[ 52.35025],[ 5.5745]
18036,[ 34.046],[-118.448]
18048,[ 35.9912],[-110.2156]
18220,[ 40.06],[-75.19]
18262,[ 35.652],[ 139.734]
18312,[ 35.342],[-102.511]
18454,[ 36.385],[ 137.416625]
18465,[ 40.077],[-86.903]
18501,[ 41.435],[ 2.196]
18666,[ 46.1295],[ 7.7115]
18777,[ 36.94033333],[-59.57033333]
18780,[ 42.155],[-91.0865]
18794,[ 39.739],[-104.984]
18812,[ 40.483],[-88.993]
18868,[ 28.034],[-82.122]
18925,[ 33.05125],[-85.24075]
18948,[ 37.792],[-122.399]
18956,[ 38.232],[-122.636]
18959,[ 35.003],[-85.09]
18960,[ 39.762],[-104.982]
18973,[ 37.92766667],[-4.226]
18995,[ 35.691],[ 139.501]
19094,[ 45.07],[-34.20466667]
19119,[ 33.828],[-118.267]
19130,[ 30.267],[-97.744]
19138,[ 44.954],[-102.8645]
19311,[ 41.21933333],[-77.14833333]
19333,[ 34.132],[-117.707]
19373,[ 48.208],[-42.558]
19502,[-26.2],[ 28.083]
19511,[ 33.871],[-117.913]
19696,[ 40.666],[-111.834]
19738,[ 61.683],[ 27.25]
19740,0.0,0.0
19802,[ 39.907],[ 116.397]
19835,[ 39.76],[-98.5]
19915,[ 50.785],[-1.092]
19954,[ 34.738],[ 135.575]
20039,[ 42.03833333],[-87.025]
20056,[ 35.845],[-78.831]
20139,[ 62.12275],[ 26.375]
20318,[ 25.039],[ 121.223]
20385,[ 44.971],[-93.271]
20410,0.0,0.0
20448,[ 51.459],[-0.172]
20494,[ 57.6785],[ 15.412]
20511,[ 49.193],[ 11.182]
20599,[ 43.1865],[ 64.69]
20606,[ 39.988],[-105.246]
20619,[ 37.88],[-122.298]
20734,[ 25.076],[ 121.566]
20765,[ 50.63],[-1.175]
20949,[ 51.525],[-0.033]
20958,[ 41.6],[-93.609]
20962,[ 28.6],[-81.339]
21057,[ 44.1485],[-98.1375]
21169,[ 52.239],[ 4.957]
21267,[ 40.489],[-86.0705]
21339,[ 44.979],[-93.263]
21388,[ 47.489],[ 8.294]
21394,[ 48.86],[ 2.368]
21445,[ 35.735],[-78.835]
21582,[-29.379],[ 152.432]
21608,[ 36.00166667],[ 139.70066667]
21621,[ 59.431],[ 17.946]
21766,[ 42.092],[-76.798]
21872,[ 38.64833333],[-98.991]
21911,[ 35.955],[-95.9405]
22071,[ 34.083],[-109.996]
22093,[ 42.42166667],[-81.643]
22101,[ 35.7265],[ 139.7995]
22163,[ 39.747],[-104.993]
22208,[ 39.043],[-77.487]
22224,[ 41.89],[-87.624]
22231,[ 29.729],[-95.383]
22393,[ 49.59375],[-23.4505]
22435,[ 40.75],[-73.994]
22556,[ 39.869],[-86.145]
22602,[ 44.952],[-93.25533333]
22682,[ 42.277],[-83.74]
22800,[ 35.79842857],[ 139.21914286]
22960,0.0,0.0
22963,[ 35.709],[ 139.555]
23078,[ 40.134],[-91.2624]
23106,[ 59.333],[ 18.283]
23321,[-14.883],[ 34.3915]
23368,[ 37.413],[-122.071]
23435,[ 30.34066667],[-96.01933333]
23638,[ 43.965],[-121.219]
23639,[ 51.461],[-0.101]
23683,[ 47.3645],[ 8.5315]
23696,[ 30.272],[ 120.17]
23748,[ 33.019],[-107.251]
23822,[ 35.691],[ 139.501]
23835,[ 30.326],[-81.553]
23840,[ 51.266],[ 7.183]
23857,[ 21.306],[-157.858]
24033,[ 37.36866667],[ 68.183]
24047,[-26.2],[ 28.083]
24059,[ 55.598],[ 13.011]
24175,[ 40.7255],[-78.429]
24178,[ 57.607],[-3.63]
24226,[-37.818],[ 145.175]
24345,[ 33.567],[-101.858]
24452,[ 34.73],[-86.586]
24487,0.0,0.0
24519,[ 13.754],[ 100.587]
24629,[ 42.963],[-85.668]
24750,[ 34.461],[ 136.866]
24781,[ 60.12466667],[ 9.019]
24837,[ 11.369],[ 28.4545]
24897,[ 41.268],[-110.963]
24931,[ 33.509],[-112.082]
24939,[ 42.419],[-70.996]
24965,[-33.8295],[ 151.1535]
24981,[ 43.68],[-92.61833333]
25005,[ 35.731],[ 139.76]
25040,[ 44.052],[-9.85675]
25136,[ 41.3185],[-37.3045]
25160,[ 39.157],[-86.511]
25194,[ 39.762],[-104.982]
25231,[ 39.063],[-94.605]
25262,[ 41.966],[-71.186]
25356,[ 39.732],[-105.001]
25358,[ 34.076],[-118.394]
25529,[ 35.79],[-78.543]
25573,[ 50.97],[-0.1675]
25663,[ 40.114],[-105.277]
25748,[-27.496],[ 153.013]
25814,[ 43.678],[-79.441]
25859,[ 39.715],[-105.00966667]
25926,[ 39.165],[-86.526]
25948,0.0,0.0
26017,[ 41.7195],[-92.2]
26152,[ 43.0645],[-89.4545]
26161,[ 33.651],[-111.934]
26184,[ 50.925],[ 4.398]
26271,[ 40.748],[-73.984]
26307,0.0,0.0
26317,[ 40.668],[-73.961]
26708,[ 37.831],[-122.285]
26741,[ 38.804],[-77.046]
26748,[ 38.33325],[-2.3695]
26811,[ 59.9345],[ 10.731]
26820,[ 37.589],[-122.339]
26834,[ 31.627],[-103.111]
26900,[ 26.934],[-80.094]
26948,[ 33.753],[-84.384]
26968,[ 25.644],[-100.353]
27095,[ 30.627],[-96.334]
27139,[ 35.431],[-101.202]
27215,[ 29.824],[-98.1625]
27255,[ 38.415],[ 27.126]
27274,[ 35.0186],[-83.8932]
27283,[ 40.673],[-73.876]
27359,[ 51.922],[ 4.489]
27368,[ 42.009],[-88.08]
27438,[ 45.56766667],[-46.44833333]
27449,[ 62.50666667],[ 19.373]
27460,[ 42.37],[-71.123]
27580,[ 59.295],[ 17.982]
27706,[ 53.583],[-2.433]
27790,[ 35.691],[ 139.501]
27938,[ 39.075],[-77.0375]
28079,[ 39.222],[-84.586]
28110,[ 39.404],[-74.534]
28121,[ 41.081],[-81.519]
28124,[ 33.524],[-111.903]
28287,[ 49.24025],[ 9.155]
28315,[ 41.0145],[-96.556]
28363,[-33.45],[-70.666]
28405,[ 38.98],[-77.093]
28500,[ 36.5754],[-89.9756]
28615,[ 42.344],[-104.601]
28672,[ 39.762],[-104.982]
28685,[ 34.098],[-118.326]
28705,[ 33.503],[-111.933]
28885,[ 30.37166667],[-97.796]
28887,[ 39.748],[-105.004]
28902,[-37.9],[ 145.1]
29141,[ 37.308],[-121.99]
29219,[ 45.01],[-93.18]
29261,[ 29.411],[-98.717]
29278,[ 35.933],[-84.094]
29364,[ 32.751],[ 129.878]
29427,[ 37.386],[-122.083]
29517,[ 48.78],[ 9.128]
29525,[ 35.835],[-90.712]
29542,[ 42.223],[-72.618]
29623,[ 51.442],[-0.008]
29659,[ 39.739],[-104.984]
29692,[ 41.589],[-72.508]
29745,[ 40.716],[-73.262]
29779,[ 38.718],[-77.279]
29862,[ 37.453],[-122.182]
29870,[ 40.486],[-86.133]
29993,[ 50.791],[ 4.487]
30063,0.0,0.0
30124,[ 42.127],[-88.05]
30137,[ 41.8445],[-45.134]
30157,[ 61.051],[-149.776]
30173,[ 42.271],[-88.368]
30198,[ 40.793],[-77.86]
30264,[ 34.083],[-118.361]
30268,[ 34.71],[-86.5815]
30336,[ 37.202],[-7.083]
30368,[ 35.691],[ 139.66]
30456,0.0,0.0
30459,[ 34.18],[-118.308]
30482,[ 32.843],[-96.85]
30537,[ 39.636],[-86.122]
30541,[ 35.63633333],[ 139.62933333]
30552,[ 29.287],[-97.151]
30618,[ 36.231],[-86.715]
30853,[ 42.917],[ 143.204]
30878,[ 25.774],[-80.193]
30947,[ 35.634],[ 139.716]
30977,[ 38.967],[-104.776]
31023,[ 59.911],[ 10.737]
31071,[ 37.647],[-77.44]
31079,[ 43.537],[-70.35]
31110,[ 35.709],[ 139.555]
31146,[ 27.46125],[ 90.4455]
31150,[ 34.086],[-118.2885]
31283,[-27.348],[ 153.018]
31291,[ 29.729],[-95.383]
31399,[ 37.566],[ 126.999]
31497,[-33.966],[ 25.583]
31582,[ 48.937],[-29.2568]
31653,[ 51.429],[-0.123]
31677,0.0,0.0
31692,[ 37.8664],[-65.5058]
31739,[ 39.994],[-83.058]
31823,[ 29.73033333],[-95.32]
31957,[ 41.461],[-81.757]
31989,[ 39.9965],[-94.144]
32064,[ 38.99075],[-94.0875]
32090,[ 49.722],[-124.933]
32102,[ 52.506],[ 13.465]
32217,[ 49.8355],[-43.8815]
32241,0.0,0.0
32326,[ 27.904],[-82.726]
32599,[ 61.6465],[ 19.1715]
32609,[ 38.913],[-77.228]
32646,[ 42.355],[-88.27]
32711,[ 35.04],[-93.291]
32714,[ 35.0775],[-92.8325]
32806,[ 33.02],[-96.848]
32825,[ 32.609],[-85.48]
32892,[ 52.033],[-1.6475]
32923,[ 7.853],[-140.691]
32930,[ 34.103],[-118.41]
33056,[ 37.858],[-121.85]
33065,[ 54.923],[-1.674]
33119,[ 37.1135],[-99.3455]
33294,[ 28.538],[-81.153]
33312,[ 52.373],[ 4.899]
33383,[ 41.496],[-71.367]
33471,[ 45.523],[-122.676]
33481,[ 40.714],[-74.005]
33574,[ 33.531],[-81.948]
33597,[ 30.154],[-92.028]
33635,[ 35.428],[-80.77]
33679,[ 60.233],[ 24.816]
33693,[ 35.6795],[ 139.6825]
33708,[ 51.937],[-0.6875]
33832,[ 42.13366667],[-86.098]
33890,[ 37.45116667],[ 41.9045]
33968,[ 43.667],[-79.374]
33980,[ 35.],[ 135.75]
34058,[ 34.19],[-82.162]
34090,[ 40.675],[-73.971]
34163,0.0,0.0
34186,[ 40.183],[-76.159]
34206,[ 55.752],[ 37.615]
34216,[-32.927],[ 151.776]
34335,[ 38.9335],[-0.419]
34470,[ 35.902],[-78.939]
34620,[ 35.596],[ 116.991]
34625,[ 43.765],[-79.411]
34661,[ 59.304],[ 18.107]
34795,[ 38.232],[-122.636]
35049,[ 41.941],[-87.645]
35130,[ 34.124],[-118.26]
35170,[ 51.824],[ 4.142]
35230,[ 39.173],[-77.258]
35308,[ 34.052],[-118.243]
35319,[ 44.311],[-96.798]
35374,[ 39.739],[-104.984]
35384,[ 60.175],[ 24.934]
35397,[ 40.014],[-105.27]
35416,[ 44.978],[-93.266]
35423,[ 42.697],[ 23.324]
35533,[ 39.992],[ 116.326]
35556,[ 42.1515],[-99.9325]
35585,[ 37.782],[-122.404]
35651,[ 47.606],[-122.332]
35694,[ 31.285],[ 120.677]
35959,[ 38.2485],[-93.821]
35987,[ 42.026],[-87.894]
35991,[ 44.1815],[-98.1585]
35998,[ 39.091],[-94.415]
36160,[ 29.713],[-95.45966667]
36197,[ 35.761],[-95.546]
36276,[ 37.637],[-77.445]
36331,[ 40.3985],[-81.097]
36351,[ 28.022],[-81.732]
36355,[ 34.052],[-118.243]
36359,[ 36.4],[ 122.02257143]
36390,[ 34.2865],[ 135.2865]
36448,[ 44.451],[ 9.02]
36468,[ 33.685],[-117.734]
36470,[ 51.824],[ 4.142]
36510,[ 40.545],[-3.628]
36517,[ 42.07433333],[-80.42366667]
36525,[ 25.742],[-80.266]
36551,[ 41.91],[-87.674]
36707,[ 52.061],[ 4.391]
36722,[ 34.134],[-118.227]
36757,[ 43.537],[-70.35]
36830,[ 43.02],[-78.2465]
36859,[ 34.1],[-118.283]
36868,[ 59.924],[ 10.743]
36893,[ 41.077],[ 28.812]
36917,[ 38.716],[-9.133]
36956,[ 40.714],[-74.005]
36990,[ 34.156],[-118.324]
37001,[ 51.7376],[ 9.8864]
37052,[ 52.443],[ 13.263]
37087,[ 38.075],[ 140.023]
37108,[ 41.82],[-71.425]
37116,[ 46.848],[ 9.53]
37141,[ 45.518],[-122.617]
37175,[ 39.527],[-90.5272]
37247,[-41.293],[ 174.776]
37269,[ 41.663],[-83.555]
37305,[-33.816],[ 151.166]
37312,[ 46.549],[-33.1645]
37401,[-32.23825],[ 149.04725]
37495,[ 51.525],[-0.109]
37511,[ 49.429],[ 8.2245]
37641,[ 35.049],[ 137.60366667]
37645,[ 48.85],[ 2.392]
37663,[ 32.822],[-96.787]
37698,[ 43.666],[-79.416]
37878,[ 38.289],[-121.307]
37991,[ 30.271],[-97.756]
38017,[ 37.0655],[-105.8085]
38070,[ 47.988],[ 3.166]
38163,[ 40.0874],[-73.3152]
38168,[ 41.435],[ 2.196]
38425,[ 50.283],[ 6.126]
38578,[ 41.013],[ 28.949]
38586,[ 51.552],[-0.07433333]
38721,[ 38.956],[-94.723]
38771,[ 47.752],[-122.278]
38779,[ 35.107],[ 137.8604]
38806,[ 37.875],[-122.066]
38818,[ 34.09],[-118.361]
38828,[ 34.65],[ 135.574]
38967,[ 35.4855],[ 139.6345]
38987,[ 29.763],[-95.363]
39009,[ 51.76966667],[ 4.787]
39121,[ 59.911],[ 10.737]
39160,[ 40.2735],[-78.9345]
39214,[ 4.7395],[ 114.8365]
39234,[ 41.55842857],[-60.15028571]
39324,[-39.0405],[ 174.773]
39363,[ 31.884],[-99.84]
39649,[ 37.59],[ 127.01]
39690,[ 54.7725],[-2.9145]
39694,[ 41.223],[ 1.725]
39766,[ 33.795],[-84.403]
39879,[ 43.038],[-87.906]
39935,[ 40.728],[-73.983]
39936,[ 38.94711111],[-58.853]
40007,[ 37.7805],[-122.4145]
40012,[ 43.0935],[-86.132]
40059,[ 33.937],[-117.23]
40155,[ 18.276],[-65.94866667]
40310,[ 34.448],[-119.242]
40327,[ 37.337],[-79.2055]
40348,[ 47.6528],[-122.3376]
40353,[-37.762],[ 144.91]
40417,[ 28.572],[ 77.232]
40527,[ 51.896],[-8.401]
40534,[ 40.746],[-73.992]
40621,[ 39.95],[-75.165]
40636,[ 42.8],[-71.304]
40679,[ 33.605],[-109.443]
40685,[ 18.346],[-65.666]
40711,[ 59.909],[ 10.799]
40799,[ 38.073],[-78.881]
40807,[ 40.014],[-105.27]
40868,[ 39.9275],[-75.347]
40885,[ 30.05],[ 31.25]
40889,[ 35.365],[-95.91233333]
40994,[ 46.7135],[-40.78]
41002,[ 47.0085],[-41.633]
41084,[ 59.911],[ 10.737]
41191,[ 52.894],[-1.578]
41418,[ 49.65533333],[-39.63833333]
41484,[ 29.054],[-81.341]
41516,[ 35.818],[-79.36075]
41681,[ 37.78366667],[-122.40233333]
41705,[ 42.338],[-71.07]
41880,[ 35.101],[-0.99966667]
41990,[ 43.27],[-5.846]
41994,[ 31.6728],[-95.8768]
42128,[-37.818],[ 144.965]
42165,[ 46.66433333],[-2.37366667]
42174,[ 35.727],[ 139.513]
42203,[ 43.7],[-79.416]
42281,[ 36.8035],[-88.963]
42288,[ 43.13433333],[-44.52266667]
42303,[ 52.53833333],[ 13.408]
42389,[ 39.05],[-94.573]
42521,[ 38.224],[-101.3715]
42617,[ 33.035],[-97.027]
42730,[ 35.691],[ 139.501]
42805,[ 35.287],[ 136.799]
42858,[ 55.768],[ 37.644]
42904,[ 59.316],[ 18.083]
42941,[ 61.27371429],[ 25.82]
42962,0.0,0.0
42977,[-32.66766667],[ 127.62]
43055,[ 37.68066667],[-122.35633333]
43059,[ 41.841],[-90.8885]
43066,[ 37.786],[-122.397]
43108,[ 30.233],[-97.836]
43419,[ 36.466],[-76.81766667]
43492,[-34.901],[ 138.575]
43493,[ 39.0875],[-113.32116667]
43544,[ 45.627],[-122.676]
43576,[ 41.025],[-73.624]
43677,[ 37.521],[ 126.974]
44011,[ 38.835],[-104.817]
44067,[ 33.2962],[-13.1202]
44171,[ 39.55633333],[-87.653]
44222,[ 43.038],[-87.906]
44419,[ 39.967],[-105.178]
44508,0.0,0.0
44512,[ 37.416],[-122.025]
44526,[ 36.3076],[-107.3596]
44603,[ 38.855],[-94.799]
44630,[ 35.227],[-80.843]
44643,[ 50.666],[-6.6274]
44689,[ 43.386],[-79.837]
44706,[ 41.49566667],[-71.61433333]
44833,[ 46.35],[-72.549]
44838,[ 60.25],[ 24.901]
44881,[ 11.28566667],[ 120.40033333]
44889,[ 35.95766667],[ 139.72066667]
44894,[-33.028],[-71.56]
44976,[ 43.6465],[-36.636]
44992,[ 25.797],[-80.186]
45026,[ 52.09],[ 5.122]
45046,[ 51.474],[-0.343]
45054,[ 26.122],[-80.143]
45073,[ 40.668],[-111.823]
45094,[ 3.166],[ 101.7]
45103,[ 50.958],[-27.02525]
45113,[ 40.643],[-73.9]
45135,[ 28.624],[-81.327]
45181,[ 27.18433333],[-32.45233333]
45278,[ 40.414],[-111.758]
45341,[ 45.523],[-122.676]
45348,[ 51.962],[ 7.625]
45380,[ 2.544],[ 36.9135]
45451,[ 35.6735],[ 139.6675]
45552,[ 35.3],[ 137.15]
45619,[ 39.518],[-83.7225]
45634,[ 51.033],[ 4.466]
45639,[ 40.003],[-76.596]
45651,[ 42.487],[-83.144]
45719,[ 37.96],[-122.054]
